state,district,name,party,incumbent,winner,type of contribution,amount,percentage
Mississippi,MS03,Michael Guest,R,True,True,PAC Contributions*,327250,0.4268
Mississippi,MS03,Michael Guest,R,True,True,Candidate self-financing,0,0.0
Mississippi,MS03,Michael Guest,R,True,True,Other,-35816,-0.0467
Mississippi,MS04,Steven Palazzo,R,True,True,Small Individual Contributions (≤ $200),4862,0.006
Mississippi,MS04,Steven Palazzo,R,True,True,Large Individual Contributions,245338,0.3002
Mississippi,MS04,Steven Palazzo,R,True,True,PAC Contributions*,542250,0.6636
Mississippi,MS04,Steven Palazzo,R,True,True,Candidate self-financing,0,0.0
Mississippi,MS04,Steven Palazzo,R,True,True,Other,24679,0.0302
Missouri,MO01,Cori Bush,D,False,True,Small Individual Contributions (≤ $200),785186,0.5537
Missouri,MO01,Cori Bush,D,False,True,Large Individual Contributions,526809,0.3715
Missouri,MO01,Cori Bush,D,False,True,PAC Contributions*,116849,0.0824
Missouri,MO01,Cori Bush,D,False,True,Candidate self-financing,0,0.0
Missouri,MO01,Cori Bush,D,False,True,Other,-10829,-0.0076
Missouri,MO02,Ann Wagner,R,True,True,Small Individual Contributions (≤ $200),846014,0.15109999999999998
Missouri,MO02,Ann Wagner,R,True,True,Large Individual Contributions,2463344,0.44
Missouri,MO02,Ann Wagner,R,True,True,PAC Contributions*,2113239,0.3775
Missouri,MO02,Ann Wagner,R,True,True,Candidate self-financing,0,0.0
Missouri,MO02,Ann Wagner,R,True,True,Other,175689,0.031400000000000004
Missouri,MO02,Jill Schupp,D,False,False,Small Individual Contributions (≤ $200),864547,0.1782
Missouri,MO02,Jill Schupp,D,False,False,Large Individual Contributions,3395046,0.6999
Missouri,MO02,Jill Schupp,D,False,False,PAC Contributions*,532321,0.1097
Missouri,MO02,Jill Schupp,D,False,False,Candidate self-financing,50000,0.0103
Missouri,MO02,Jill Schupp,D,False,False,Other,9034,0.0019
Missouri,MO03,Blaine Luetkemeyer,R,True,True,Small Individual Contributions (≤ $200),16287,0.008100000000000001
Missouri,MO03,Blaine Luetkemeyer,R,True,True,Large Individual Contributions,410382,0.2029
Missouri,MO03,Blaine Luetkemeyer,R,True,True,PAC Contributions*,1589845,0.7859
Missouri,MO03,Blaine Luetkemeyer,R,True,True,Candidate self-financing,0,0.0
Missouri,MO03,Blaine Luetkemeyer,R,True,True,Other,6391,0.0032
Missouri,MO04,Vicky Hartzler,R,True,True,Small Individual Contributions (≤ $200),398202,0.2341
Missouri,MO04,Vicky Hartzler,R,True,True,Large Individual Contributions,794554,0.4671
Missouri,MO04,Vicky Hartzler,R,True,True,PAC Contributions*,505760,0.2973
Missouri,MO04,Vicky Hartzler,R,True,True,Candidate self-financing,0,0.0
Missouri,MO04,Vicky Hartzler,R,True,True,Other,2462,0.0014000000000000002
Missouri,MO04,Lindsey Simmons,D,False,False,Small Individual Contributions (≤ $200),176320,0.44530000000000003
Missouri,MO04,Lindsey Simmons,D,False,False,Large Individual Contributions,202672,0.5119
Missouri,MO04,Lindsey Simmons,D,False,False,PAC Contributions*,18115,0.0458
Missouri,MO04,Lindsey Simmons,D,False,False,Candidate self-financing,1430,0.0036
Missouri,MO04,Lindsey Simmons,D,False,False,Other,-2603,-0.0066
Missouri,MO05,Emanuel Cleaver,D,True,True,Small Individual Contributions (≤ $200),40099,0.0288
Missouri,MO05,Emanuel Cleaver,D,True,True,Large Individual Contributions,328590,0.2357
Missouri,MO05,Emanuel Cleaver,D,True,True,PAC Contributions*,1025158,0.7354999999999999
Missouri,MO05,Emanuel Cleaver,D,True,True,Candidate self-financing,0,0.0
Missouri,MO05,Emanuel Cleaver,D,True,True,Other,0,0.0
Missouri,MO05,Ryan Derks,R,False,False,Small Individual Contributions (≤ $200),29243,0.3823
Missouri,MO05,Ryan Derks,R,False,False,Large Individual Contributions,46845,0.6125
Missouri,MO05,Ryan Derks,R,False,False,PAC Contributions*,0,0.0
Missouri,MO05,Ryan Derks,R,False,False,Candidate self-financing,0,0.0
Missouri,MO05,Ryan Derks,R,False,False,Other,400,0.0052
Missouri,MO06,Sam Graves,R,True,True,Small Individual Contributions (≤ $200),15864,0.008100000000000001
Missouri,MO06,Sam Graves,R,True,True,Large Individual Contributions,371121,0.1894
Missouri,MO06,Sam Graves,R,True,True,PAC Contributions*,1547215,0.7896
Missouri,MO06,Sam Graves,R,True,True,Candidate self-financing,0,0.0
Missouri,MO06,Sam Graves,R,True,True,Other,25316,0.0129
Missouri,MO06,Gena Ross,D,False,False,Small Individual Contributions (≤ $200),5133,0.5047
Missouri,MO06,Gena Ross,D,False,False,Large Individual Contributions,2425,0.2384
Missouri,MO06,Gena Ross,D,False,False,PAC Contributions*,2612,0.2569
Missouri,MO06,Gena Ross,D,False,False,Candidate self-financing,0,0.0
Missouri,MO06,Gena Ross,D,False,False,Other,0,0.0
Missouri,MO07,Billy Long,R,True,True,Small Individual Contributions (≤ $200),39697,0.0301
Missouri,MO07,Billy Long,R,True,True,Large Individual Contributions,384585,0.2913
Missouri,MO07,Billy Long,R,True,True,PAC Contributions*,889740,0.6738
Missouri,MO07,Billy Long,R,True,True,Candidate self-financing,0,0.0
Missouri,MO07,Billy Long,R,True,True,Other,6398,0.0048
Missouri,MO07,Audrey Richards,I,False,False,Small Individual Contributions (≤ $200),1475,0.18469999999999998
Missouri,MO07,Audrey Richards,I,False,False,Large Individual Contributions,500,0.0626
Missouri,MO07,Audrey Richards,I,False,False,PAC Contributions*,0,0.0
Missouri,MO07,Audrey Richards,I,False,False,Candidate self-financing,5860,0.7339
Missouri,MO07,Audrey Richards,I,False,False,Other,150,0.018799999999999997
Missouri,MO08,Jason Smith,R,True,True,Small Individual Contributions (≤ $200),66579,0.035
Missouri,MO08,Jason Smith,R,True,True,Large Individual Contributions,470282,0.2475
Missouri,MO08,Jason Smith,R,True,True,PAC Contributions*,1302165,0.6853
Missouri,MO08,Jason Smith,R,True,True,Candidate self-financing,0,0.0
Missouri,MO08,Jason Smith,R,True,True,Other,61202,0.0322
Missouri,MO08,Kathryn Ellis,D,False,False,Small Individual Contributions (≤ $200),100605,0.33270000000000005
Missouri,MO08,Kathryn Ellis,D,False,False,Large Individual Contributions,184868,0.6113000000000001
Missouri,MO08,Kathryn Ellis,D,False,False,PAC Contributions*,13054,0.0432
Missouri,MO08,Kathryn Ellis,D,False,False,Candidate self-financing,2067,0.0068000000000000005
Missouri,MO08,Kathryn Ellis,D,False,False,Other,1835,0.0060999999999999995
Montana,MT01,Kathleen Williams,D,False,False,Small Individual Contributions (≤ $200),1425385,0.2298
Montana,MT01,Kathleen Williams,D,False,False,Large Individual Contributions,4393070,0.7084
Montana,MT01,Kathleen Williams,D,False,False,PAC Contributions*,356789,0.0575
Montana,MT01,Kathleen Williams,D,False,False,Candidate self-financing,0,0.0
Montana,MT01,Kathleen Williams,D,False,False,Other,26514,0.0043
Montana,MT01,Matt Rosendale,R,False,True,Small Individual Contributions (≤ $200),482327,0.1313
Montana,MT01,Matt Rosendale,R,False,True,Large Individual Contributions,2660928,0.7241
Montana,MT01,Matt Rosendale,R,False,True,PAC Contributions*,478209,0.1301
Montana,MT01,Matt Rosendale,R,False,True,Candidate self-financing,0,0.0
Montana,MT01,Matt Rosendale,R,False,True,Other,53242,0.014499999999999999
Nebraska,NE01,Jeff Fortenberry,R,True,True,Small Individual Contributions (≤ $200),115821,0.0786
Nebraska,NE01,Jeff Fortenberry,R,True,True,Large Individual Contributions,561471,0.3812
Nebraska,NE01,Jeff Fortenberry,R,True,True,PAC Contributions*,638310,0.4334
Nebraska,NE01,Jeff Fortenberry,R,True,True,Candidate self-financing,0,0.0
Nebraska,NE01,Jeff Fortenberry,R,True,True,Other,157214,0.1067
Nebraska,NE01,Kate Bolz,D,False,False,Small Individual Contributions (≤ $200),340934,0.2981
Nebraska,NE01,Kate Bolz,D,False,False,Large Individual Contributions,735419,0.6431
Nebraska,NE01,Kate Bolz,D,False,False,PAC Contributions*,67575,0.0591
Nebraska,NE01,Kate Bolz,D,False,False,Candidate self-financing,50,0.0
Nebraska,NE01,Kate Bolz,D,False,False,Other,-468,-0.0004
Nebraska,NE02,Don Bacon,R,True,True,Small Individual Contributions (≤ $200),359331,0.0958
Nebraska,NE02,Don Bacon,R,True,True,Large Individual Contributions,1519021,0.4052
Nebraska,NE02,Don Bacon,R,True,True,PAC Contributions*,1450810,0.387
Nebraska,NE02,Don Bacon,R,True,True,Candidate self-financing,65,0.0
Nebraska,NE02,Don Bacon,R,True,True,Other,420045,0.11199999999999999
Nebraska,NE02,Kara Eastman,D,False,False,Small Individual Contributions (≤ $200),1490611,0.33770000000000006
Nebraska,NE02,Kara Eastman,D,False,False,Large Individual Contributions,2340377,0.5302
Nebraska,NE02,Kara Eastman,D,False,False,PAC Contributions*,378547,0.0858
Nebraska,NE02,Kara Eastman,D,False,False,Candidate self-financing,0,0.0
Nebraska,NE02,Kara Eastman,D,False,False,Other,204855,0.0464
Nebraska,NE03,Adrian Smith,R,True,True,Small Individual Contributions (≤ $200),22082,0.0147
Nebraska,NE03,Adrian Smith,R,True,True,Large Individual Contributions,342900,0.22760000000000002
Nebraska,NE03,Adrian Smith,R,True,True,PAC Contributions*,1137975,0.7554000000000001
Nebraska,NE03,Adrian Smith,R,True,True,Candidate self-financing,0,0.0
Nebraska,NE03,Adrian Smith,R,True,True,Other,3516,0.0023
Nebraska,NE03,Mark Elworth Jr,D,False,False,Small Individual Contributions (≤ $200),255,1.0
Nebraska,NE03,Mark Elworth Jr,D,False,False,Large Individual Contributions,0,0.0
Nebraska,NE03,Mark Elworth Jr,D,False,False,PAC Contributions*,0,0.0
Nebraska,NE03,Mark Elworth Jr,D,False,False,Candidate self-financing,0,0.0
Nebraska,NE03,Mark Elworth Jr,D,False,False,Other,0,0.0
Nevada,NV01,Dina Titus,D,True,True,Small Individual Contributions (≤ $200),36705,0.052000000000000005
Nevada,NV01,Dina Titus,D,True,True,Large Individual Contributions,295460,0.41840000000000005
Nevada,NV01,Dina Titus,D,True,True,PAC Contributions*,376088,0.5326
Nevada,NV01,Dina Titus,D,True,True,Candidate self-financing,0,0.0
Nevada,NV01,Dina Titus,D,True,True,Other,-2060,-0.0029
Nevada,NV02,Mark Amodei,R,True,True,Small Individual Contributions (≤ $200),12982,0.0124
Nevada,NV02,Mark Amodei,R,True,True,Large Individual Contributions,620689,0.5922
Nevada,NV02,Mark Amodei,R,True,True,PAC Contributions*,385100,0.3674
Nevada,NV02,Mark Amodei,R,True,True,Candidate self-financing,0,0.0
Nevada,NV02,Mark Amodei,R,True,True,Other,29285,0.0279
Nevada,NV02,Patricia Ackerman,D,False,False,Small Individual Contributions (≤ $200),183249,0.4078
Nevada,NV02,Patricia Ackerman,D,False,False,Large Individual Contributions,223754,0.4979
Nevada,NV02,Patricia Ackerman,D,False,False,PAC Contributions*,34827,0.0775
Nevada,NV02,Patricia Ackerman,D,False,False,Candidate self-financing,6700,0.0149
Nevada,NV02,Patricia Ackerman,D,False,False,Other,833,0.0019
Nevada,NV03,Susie Lee,D,True,True,Small Individual Contributions (≤ $200),284775,0.06
Nevada,NV03,Susie Lee,D,True,True,Large Individual Contributions,2556307,0.5384
Nevada,NV03,Susie Lee,D,True,True,PAC Contributions*,1286409,0.2709
Nevada,NV03,Susie Lee,D,True,True,Candidate self-financing,45,0.0
Nevada,NV03,Susie Lee,D,True,True,Other,620483,0.1307
Nevada,NV03,Dan Rodimer,R,False,False,Small Individual Contributions (≤ $200),849905,0.2895
Nevada,NV03,Dan Rodimer,R,False,False,Large Individual Contributions,1737273,0.5917
Nevada,NV03,Dan Rodimer,R,False,False,PAC Contributions*,170150,0.057999999999999996
Nevada,NV03,Dan Rodimer,R,False,False,Candidate self-financing,2468,0.0008
Nevada,NV03,Dan Rodimer,R,False,False,Other,176264,0.06
Nevada,NV04,Steven Horsford,D,True,True,Small Individual Contributions (≤ $200),197209,0.0565
Nevada,NV04,Steven Horsford,D,True,True,Large Individual Contributions,1442079,0.4129
Nevada,NV04,Steven Horsford,D,True,True,PAC Contributions*,1748218,0.5006
Nevada,NV04,Steven Horsford,D,True,True,Candidate self-financing,0,0.0
Nevada,NV04,Steven Horsford,D,True,True,Other,104866,0.03
Nevada,NV04,Jim Marchant,R,False,False,Small Individual Contributions (≤ $200),308287,0.2108
Nevada,NV04,Jim Marchant,R,False,False,Large Individual Contributions,951871,0.6507
Nevada,NV04,Jim Marchant,R,False,False,PAC Contributions*,71000,0.048499999999999995
Nevada,NV04,Jim Marchant,R,False,False,Candidate self-financing,0,0.0
Nevada,NV04,Jim Marchant,R,False,False,Other,131614,0.09
Nevada,NV04,Jonathan Royce Esteban,L,False,False,Small Individual Contributions (≤ $200),535,0.19190000000000002
Nevada,NV04,Jonathan Royce Esteban,L,False,False,Large Individual Contributions,350,0.1255
Nevada,NV04,Jonathan Royce Esteban,L,False,False,PAC Contributions*,0,0.0
Nevada,NV04,Jonathan Royce Esteban,L,False,False,Candidate self-financing,1903,0.6826000000000001
Nevada,NV04,Jonathan Royce Esteban,L,False,False,Other,0,0.0
New Hampshire,NH01,Chris Pappas,D,True,True,Small Individual Contributions (≤ $200),325936,0.1017
New Hampshire,NH01,Chris Pappas,D,True,True,Large Individual Contributions,1918268,0.5984
New Hampshire,NH01,Chris Pappas,D,True,True,PAC Contributions*,897055,0.2798
New Hampshire,NH01,Chris Pappas,D,True,True,Candidate self-financing,0,0.0
New Hampshire,NH01,Chris Pappas,D,True,True,Other,64472,0.020099999999999996
New Hampshire,NH01,Matt Mowers,R,False,False,Small Individual Contributions (≤ $200),321226,0.1882
New Hampshire,NH01,Matt Mowers,R,False,False,Large Individual Contributions,1172228,0.6866
New Hampshire,NH01,Matt Mowers,R,False,False,PAC Contributions*,189247,0.1109
New Hampshire,NH01,Matt Mowers,R,False,False,Candidate self-financing,440,0.0003
New Hampshire,NH01,Matt Mowers,R,False,False,Other,24073,0.0141
New Hampshire,NH02,Ann Kuster,D,True,True,Small Individual Contributions (≤ $200),261552,0.08839999999999999
New Hampshire,NH02,Ann Kuster,D,True,True,Large Individual Contributions,1549407,0.5234000000000001
New Hampshire,NH02,Ann Kuster,D,True,True,PAC Contributions*,1143270,0.3862
New Hampshire,NH02,Ann Kuster,D,True,True,Candidate self-financing,0,0.0
New Hampshire,NH02,Ann Kuster,D,True,True,Other,5804,0.002
New Hampshire,NH02,Steve Negron,R,False,False,Small Individual Contributions (≤ $200),85294,0.23170000000000002
New Hampshire,NH02,Steve Negron,R,False,False,Large Individual Contributions,224724,0.6103999999999999
New Hampshire,NH02,Steve Negron,R,False,False,PAC Contributions*,8975,0.024399999999999998
New Hampshire,NH02,Steve Negron,R,False,False,Candidate self-financing,49459,0.1343
New Hampshire,NH02,Steve Negron,R,False,False,Other,-275,-0.0007000000000000001
New Jersey,NJ01,Don Norcross,D,True,True,Small Individual Contributions (≤ $200),43824,0.0197
New Jersey,NJ01,Don Norcross,D,True,True,Large Individual Contributions,1076345,0.4844
New Jersey,NJ01,Don Norcross,D,True,True,PAC Contributions*,1102100,0.496
New Jersey,NJ01,Don Norcross,D,True,True,Candidate self-financing,0,0.0
New Jersey,NJ01,Don Norcross,D,True,True,Other,-279,-0.0001
New Jersey,NJ01,Claire Gustafson,R,False,False,Small Individual Contributions (≤ $200),0,0.0
New Jersey,NJ01,Claire Gustafson,R,False,False,Large Individual Contributions,34520,0.9451999999999999
New Jersey,NJ01,Claire Gustafson,R,False,False,PAC Contributions*,0,0.0
New Jersey,NJ01,Claire Gustafson,R,False,False,Candidate self-financing,2000,0.0548
New Jersey,NJ01,Claire Gustafson,R,False,False,Other,30338,0.8306999999999999
New Jersey,NJ02,Jeff Van Drew,R,True,True,Small Individual Contributions (≤ $200),797119,0.1885
New Jersey,NJ02,Jeff Van Drew,R,True,True,Large Individual Contributions,2414098,0.5708
New Jersey,NJ02,Jeff Van Drew,R,True,True,PAC Contributions*,974544,0.2304
New Jersey,NJ02,Jeff Van Drew,R,True,True,Candidate self-financing,0,0.0
New Jersey,NJ02,Jeff Van Drew,R,True,True,Other,43409,0.0103
New Jersey,NJ02,Amy Kennedy,D,False,False,Small Individual Contributions (≤ $200),751457,0.1508
New Jersey,NJ02,Amy Kennedy,D,False,False,Large Individual Contributions,2910165,0.5839
New Jersey,NJ02,Amy Kennedy,D,False,False,PAC Contributions*,572744,0.1149
New Jersey,NJ02,Amy Kennedy,D,False,False,Candidate self-financing,500000,0.1003
New Jersey,NJ02,Amy Kennedy,D,False,False,Other,250010,0.050199999999999995
New Jersey,NJ03,Andy Kim,D,True,True,Small Individual Contributions (≤ $200),947225,0.1308
New Jersey,NJ03,Andy Kim,D,True,True,Large Individual Contributions,4762477,0.6577
New Jersey,NJ03,Andy Kim,D,True,True,PAC Contributions*,1053405,0.14550000000000002
New Jersey,NJ03,Andy Kim,D,True,True,Candidate self-financing,0,0.0
New Jersey,NJ03,Andy Kim,D,True,True,Other,478176,0.066
New Jersey,NJ03,David Richter,R,False,False,Small Individual Contributions (≤ $200),34335,0.0233
New Jersey,NJ03,David Richter,R,False,False,Large Individual Contributions,610804,0.41450000000000004
New Jersey,NJ03,David Richter,R,False,False,PAC Contributions*,148000,0.10039999999999999
New Jersey,NJ03,David Richter,R,False,False,Candidate self-financing,616000,0.418
New Jersey,NJ03,David Richter,R,False,False,Other,64529,0.0438
New Jersey,NJ04,Chris Smith,R,True,True,Small Individual Contributions (≤ $200),250889,0.1814
New Jersey,NJ04,Chris Smith,R,True,True,Large Individual Contributions,569157,0.4115
New Jersey,NJ04,Chris Smith,R,True,True,PAC Contributions*,429575,0.3106
New Jersey,NJ04,Chris Smith,R,True,True,Candidate self-financing,0,0.0
New Jersey,NJ04,Chris Smith,R,True,True,Other,133464,0.0965
New Jersey,NJ04,Stephanie Schmid,D,False,False,Small Individual Contributions (≤ $200),124077,0.17739999999999997
New Jersey,NJ04,Stephanie Schmid,D,False,False,Large Individual Contributions,527114,0.7535
New Jersey,NJ04,Stephanie Schmid,D,False,False,PAC Contributions*,16368,0.023399999999999997
New Jersey,NJ04,Stephanie Schmid,D,False,False,Candidate self-financing,7575,0.0108
New Jersey,NJ04,Stephanie Schmid,D,False,False,Other,24446,0.0349
New Jersey,NJ05,Josh Gottheimer,D,True,True,Small Individual Contributions (≤ $200),184327,0.024
New Jersey,NJ05,Josh Gottheimer,D,True,True,Large Individual Contributions,5260259,0.6837000000000001
New Jersey,NJ05,Josh Gottheimer,D,True,True,PAC Contributions*,1811949,0.23550000000000001
New Jersey,NJ05,Josh Gottheimer,D,True,True,Candidate self-financing,0,0.0
New Jersey,NJ05,Josh Gottheimer,D,True,True,Other,437492,0.056900000000000006
New Jersey,NJ05,Frank Pallotta,R,False,False,Small Individual Contributions (≤ $200),52747,0.026699999999999998
New Jersey,NJ05,Frank Pallotta,R,False,False,Large Individual Contributions,537053,0.2723
New Jersey,NJ05,Frank Pallotta,R,False,False,PAC Contributions*,18270,0.009300000000000001
New Jersey,NJ05,Frank Pallotta,R,False,False,Candidate self-financing,1315000,0.6668000000000001
New Jersey,NJ05,Frank Pallotta,R,False,False,Other,48962,0.0248
New Jersey,NJ05,Louis A. Vellucci,I,False,False,Small Individual Contributions (≤ $200),400,0.0733
New Jersey,NJ05,Louis A. Vellucci,I,False,False,Large Individual Contributions,3250,0.5957
New Jersey,NJ05,Louis A. Vellucci,I,False,False,PAC Contributions*,0,0.0
New Jersey,NJ05,Louis A. Vellucci,I,False,False,Candidate self-financing,1806,0.331
New Jersey,NJ05,Louis A. Vellucci,I,False,False,Other,0,0.0
New Jersey,NJ06,Frank Pallone Jr.,D,True,True,Small Individual Contributions (≤ $200),21283,0.0066
New Jersey,NJ06,Frank Pallone Jr.,D,True,True,Large Individual Contributions,1002268,0.31010000000000004
New Jersey,NJ06,Frank Pallone Jr.,D,True,True,PAC Contributions*,2215700,0.6856
New Jersey,NJ06,Frank Pallone Jr.,D,True,True,Candidate self-financing,0,0.0
New Jersey,NJ06,Frank Pallone Jr.,D,True,True,Other,-7496,-0.0023
New Jersey,NJ07,Tom Malinowski,D,True,True,Small Individual Contributions (≤ $200),867575,0.11699999999999999
New Jersey,NJ07,Tom Malinowski,D,True,True,Large Individual Contributions,5417125,0.7306
New Jersey,NJ07,Tom Malinowski,D,True,True,PAC Contributions*,780989,0.10529999999999999
New Jersey,NJ07,Tom Malinowski,D,True,True,Candidate self-financing,0,0.0
New Jersey,NJ07,Tom Malinowski,D,True,True,Other,348714,0.047
New Jersey,NJ07,Tom Kean,R,False,False,Small Individual Contributions (≤ $200),227266,0.0587
New Jersey,NJ07,Tom Kean,R,False,False,Large Individual Contributions,3072063,0.794
New Jersey,NJ07,Tom Kean,R,False,False,PAC Contributions*,451260,0.1166
New Jersey,NJ07,Tom Kean,R,False,False,Candidate self-financing,5600,0.0014000000000000002
New Jersey,NJ07,Tom Kean,R,False,False,Other,112933,0.0292
New Jersey,NJ08,Albio Sires,D,True,True,Small Individual Contributions (≤ $200),2293,0.0038
New Jersey,NJ08,Albio Sires,D,True,True,Large Individual Contributions,297526,0.4911
New Jersey,NJ08,Albio Sires,D,True,True,PAC Contributions*,304926,0.5033
New Jersey,NJ08,Albio Sires,D,True,True,Candidate self-financing,0,0.0
New Jersey,NJ08,Albio Sires,D,True,True,Other,1065,0.0018
New Jersey,NJ09,Bill Pascrell Jr.,D,True,True,Small Individual Contributions (≤ $200),22339,0.0143
New Jersey,NJ09,Bill Pascrell Jr.,D,True,True,Large Individual Contributions,600593,0.3849
New Jersey,NJ09,Bill Pascrell Jr.,D,True,True,PAC Contributions*,983875,0.6305
New Jersey,NJ09,Bill Pascrell Jr.,D,True,True,Candidate self-financing,0,0.0
New Jersey,NJ09,Bill Pascrell Jr.,D,True,True,Other,-46256,-0.0296
New Jersey,NJ09,Billy Prempeh,R,False,False,Small Individual Contributions (≤ $200),20191,0.4561
New Jersey,NJ09,Billy Prempeh,R,False,False,Large Individual Contributions,24028,0.5428000000000001
New Jersey,NJ09,Billy Prempeh,R,False,False,PAC Contributions*,0,0.0
New Jersey,NJ09,Billy Prempeh,R,False,False,Candidate self-financing,0,0.0
New Jersey,NJ09,Billy Prempeh,R,False,False,Other,50,0.0011
New Jersey,NJ10,Donald M Payne Jr.,D,True,True,Small Individual Contributions (≤ $200),6737,0.0113
New Jersey,NJ10,Donald M Payne Jr.,D,True,True,Large Individual Contributions,109200,0.1839
New Jersey,NJ10,Donald M Payne Jr.,D,True,True,PAC Contributions*,474380,0.799
New Jersey,NJ10,Donald M Payne Jr.,D,True,True,Candidate self-financing,0,0.0
New Jersey,NJ10,Donald M Payne Jr.,D,True,True,Other,3418,0.0058
New Jersey,NJ11,Mikie Sherrill,D,True,True,Small Individual Contributions (≤ $200),789157,0.1229
New Jersey,NJ11,Mikie Sherrill,D,True,True,Large Individual Contributions,4053469,0.6314
New Jersey,NJ11,Mikie Sherrill,D,True,True,PAC Contributions*,1294232,0.2016
New Jersey,NJ11,Mikie Sherrill,D,True,True,Candidate self-financing,0,0.0
New Jersey,NJ11,Mikie Sherrill,D,True,True,Other,282850,0.0441
New Jersey,NJ11,Rosemary Becchi,R,False,False,Small Individual Contributions (≤ $200),87833,0.052000000000000005
New Jersey,NJ11,Rosemary Becchi,R,False,False,Large Individual Contributions,824388,0.4885
New Jersey,NJ11,Rosemary Becchi,R,False,False,PAC Contributions*,166378,0.0986
New Jersey,NJ11,Rosemary Becchi,R,False,False,Candidate self-financing,557058,0.3301
New Jersey,NJ11,Rosemary Becchi,R,False,False,Other,51874,0.030699999999999998
New Jersey,NJ12,Bonnie Watson Coleman,D,True,True,Small Individual Contributions (≤ $200),65965,0.08259999999999999
New Jersey,NJ12,Bonnie Watson Coleman,D,True,True,Large Individual Contributions,269942,0.3381
New Jersey,NJ12,Bonnie Watson Coleman,D,True,True,PAC Contributions*,466350,0.5841
New Jersey,NJ12,Bonnie Watson Coleman,D,True,True,Candidate self-financing,0,0.0
New Jersey,NJ12,Bonnie Watson Coleman,D,True,True,Other,-3819,-0.0048
New Jersey,NJ12,Mark Razzoli,R,False,False,Small Individual Contributions (≤ $200),2315,0.7553
New Jersey,NJ12,Mark Razzoli,R,False,False,Large Individual Contributions,750,0.2447
New Jersey,NJ12,Mark Razzoli,R,False,False,PAC Contributions*,0,0.0
New Jersey,NJ12,Mark Razzoli,R,False,False,Candidate self-financing,0,0.0
New Jersey,NJ12,Mark Razzoli,R,False,False,Other,0,0.0
New Mexico,NM01,Debra Haaland,D,True,True,Small Individual Contributions (≤ $200),395212,0.1759
New Mexico,NM01,Debra Haaland,D,True,True,Large Individual Contributions,1475651,0.6568
New Mexico,NM01,Debra Haaland,D,True,True,PAC Contributions*,293428,0.1306
New Mexico,NM01,Debra Haaland,D,True,True,Candidate self-financing,190,0.0001
New Mexico,NM01,Debra Haaland,D,True,True,Other,82253,0.0366
New Mexico,NM01,Michelle Garcia Holmes,R,False,False,Small Individual Contributions (≤ $200),65443,0.25429999999999997
New Mexico,NM01,Michelle Garcia Holmes,R,False,False,Large Individual Contributions,183481,0.7131000000000001
New Mexico,NM01,Michelle Garcia Holmes,R,False,False,PAC Contributions*,8370,0.0325
New Mexico,NM01,Michelle Garcia Holmes,R,False,False,Candidate self-financing,0,0.0
New Mexico,NM01,Michelle Garcia Holmes,R,False,False,Other,1,0.0
New Mexico,NM02,Xochitl Torres Small,D,True,False,Small Individual Contributions (≤ $200),1239479,0.1478
New Mexico,NM02,Xochitl Torres Small,D,True,False,Large Individual Contributions,5139630,0.6128
New Mexico,NM02,Xochitl Torres Small,D,True,False,PAC Contributions*,1335524,0.1592
New Mexico,NM02,Xochitl Torres Small,D,True,False,Candidate self-financing,0,0.0
New Mexico,NM02,Xochitl Torres Small,D,True,False,Other,672704,0.0802
New Mexico,NM02,Yvette Herrell,R,False,True,Small Individual Contributions (≤ $200),450510,0.1606
New Mexico,NM02,Yvette Herrell,R,False,True,Large Individual Contributions,1867390,0.6656
New Mexico,NM02,Yvette Herrell,R,False,True,PAC Contributions*,363709,0.12960000000000002
New Mexico,NM02,Yvette Herrell,R,False,True,Candidate self-financing,5400,0.0019
New Mexico,NM02,Yvette Herrell,R,False,True,Other,118702,0.042300000000000004
New Mexico,NM02,Steve Jones,I,False,False,Small Individual Contributions (≤ $200),0,0.0
New Mexico,NM02,Steve Jones,I,False,False,Large Individual Contributions,0,0.0
New Mexico,NM02,Steve Jones,I,False,False,PAC Contributions*,0,0.0
New Mexico,NM02,Steve Jones,I,False,False,Candidate self-financing,9405,1.0
New Mexico,NM02,Steve Jones,I,False,False,Other,0,0.0
New Mexico,NM03,Teresa Leger Fernandez,D,False,True,Small Individual Contributions (≤ $200),400972,0.1746
New Mexico,NM03,Teresa Leger Fernandez,D,False,True,Large Individual Contributions,1588903,0.6919
New Mexico,NM03,Teresa Leger Fernandez,D,False,True,PAC Contributions*,261240,0.11380000000000001
New Mexico,NM03,Teresa Leger Fernandez,D,False,True,Candidate self-financing,0,0.0
New Mexico,NM03,Teresa Leger Fernandez,D,False,True,Other,45479,0.019799999999999998
New Mexico,NM03,Alexis Johnson,R,False,False,Small Individual Contributions (≤ $200),37735,0.2562
New Mexico,NM03,Alexis Johnson,R,False,False,Large Individual Contributions,103662,0.7037
New Mexico,NM03,Alexis Johnson,R,False,False,PAC Contributions*,1050,0.0070999999999999995
New Mexico,NM03,Alexis Johnson,R,False,False,Candidate self-financing,92,0.0006
New Mexico,NM03,Alexis Johnson,R,False,False,Other,4763,0.0323
New York,NY01,Lee Zeldin,R,True,True,Small Individual Contributions (≤ $200),2567370,0.3057
New York,NY01,Lee Zeldin,R,True,True,Large Individual Contributions,3615114,0.4305
New York,NY01,Lee Zeldin,R,True,True,PAC Contributions*,1542619,0.1837
